Maimai data courtesy Jeff McDonnell           
1.0  ! stepsize (d)            
ST1: All data in mm/d           
ST2           
ST3           
*  ! list directed format ok here           
       year,     month,       day,         hour,      min,       QC,   P (mm/d),         E (mm/d),         Q_obs (mm/d)
       1985         12         20          0          0          0     6.000000e-001     3.690000e+000     1.505084e+000 
       1985         12         21          0          0          0     3.490000e+001     3.690000e+000     1.266110e+001 
       1985         12         22          0          0          0     1.300000e+000     3.690000e+000     8.898537e+000 
       1985         12         23          0          0          0     7.690000e+001     3.690000e+000     5.356194e+001 
       1985         12         24          0          0          0     3.590000e+001     3.690000e+000     2.813893e+001 
       1985         12         25          0          0          0     7.300000e+000     3.690000e+000     1.013675e+001 
       1985         12         26          0          0          0     9.000000e-001     3.690000e+000     4.347853e+000 
       1985         12         27          0          0          0     2.630000e+001     3.690000e+000     1.069134e+001 
       1985         12         28          0          0          0     1.500000e+000     3.690000e+000     6.770084e+000 
       1985         12         29          0          0          0     2.410000e+001     3.690000e+000     1.253672e+001 
       1985         12         30          0          0          0     2.000000e-001     3.690000e+000     6.804379e+000 
       1985         12         31          0          0          0     0.000000e+000     3.690000e+000     2.774274e+000 
       1986          1          1          0          0          0     2.000000e-001     3.690000e+000     1.278095e+000 
       1986          1          2          0          0          0     0.000000e+000     3.830020e+000     8.888211e-001 
       1986          1          3          0          0          0     1.470000e+001     3.830020e+000     2.072274e+000 
       1986          1          4          0          0          0     2.380000e+001     3.830020e+000     3.232990e+000 
       1986          1          5          0          0          0     1.000000e-001     3.830020e+000     6.697516e+000 
       1986          1          6          0          0          0     0.000000e+000     3.830020e+000     1.457905e+000 
       1986          1          7          0          0          0     0.000000e+000     3.830020e+000     7.792106e-001 
       1986          1          8          0          0          0     5.000000e-001     3.830020e+000     5.598000e-001 
       1986          1          9          0          0          0     3.000000e+000     3.830020e+000     5.681368e-001 
       1986          1         10          0          0          0     2.530000e+001     3.830020e+000     5.149800e+000 
       1986          1         11          0          0          0     3.000000e-001     3.830020e+000     2.422705e+000 
       1986          1         12          0          0          0     0.000000e+000     3.830020e+000     1.009326e+000 
       1986          1         13          0          0          0     2.250000e+001     3.830020e+000     6.035116e+000 
       1986          1         14          0          0          0     9.000000e-001     3.830020e+000     2.472821e+000 
       1986          1         15          0          0          0     2.300000e+000     3.830020e+000     1.443411e+000 
       1986          1         16          0          0          0     0.000000e+000     3.830020e+000     1.323568e+000 
       1986          1         17          0          0          0     0.000000e+000     3.830020e+000     1.070905e+000 
       1986          1         18          0          0          0     0.000000e+000     3.830020e+000     8.184316e-001 
       1986          1         19          0          0          0     0.000000e+000     3.830020e+000     5.875579e-001 
       1986          1         20          0          0          0     0.000000e+000     3.830020e+000     4.870421e-001 
       1986          1         21          0          0          0     0.000000e+000     3.830020e+000     4.081263e-001 
       1986          1         22          0          0          0     0.000000e+000     3.830020e+000     3.307263e-001 
       1986          1         23          0          0          0     0.000000e+000     3.830020e+000     2.855368e-001 
       1986          1         24          0          0          0     0.000000e+000     3.830020e+000     2.591053e-001 
       1986          1         25          0          0          0     9.000000e+000     3.830020e+000     3.388737e-001 
       1986          1         26          0          0          0     1.210000e+002     3.830020e+000     5.240861e+001 
       1986          1         27          0          0          0     7.900000e+000     3.830020e+000     1.884221e+001 
       1986          1         28          0          0          0     1.200000e+000     3.830020e+000     2.900937e+000 
       1986          1         29          0          0          0     3.100000e+000     3.830020e+000     1.585042e+000 
       1986          1         30          0          0          0     0.000000e+000     3.830020e+000     8.537684e-001 
       1986          1         31          0          0          0     0.000000e+000     3.830020e+000     5.987368e-001 
       1986          2          1          0          0          0     0.000000e+000     3.830020e+000     4.179789e-001 
       1986          2          2          0          0          0     0.000000e+000     3.590020e+000     3.312947e-001 
       1986          2          3          0          0          0     0.000000e+000     3.590020e+000     3.046737e-001 
       1986          2          4          0          0          0     0.000000e+000     3.590020e+000     3.145263e-001 
       1986          2          5          0          0          0     0.000000e+000     3.590020e+000     3.571579e-001 
       1986          2          6          0          0          0     0.000000e+000     3.590020e+000     2.712316e-001 
       1986          2          7          0          0          0     0.000000e+000     3.590020e+000     1.650316e-001 
       1986          2          8          0          0          0     4.200000e+000     3.590020e+000     1.692000e-001 
       1986          2          9          0          0          0     0.000000e+000     3.590020e+000     1.815158e-001 
       1986          2         10          0          0          0     0.000000e+000     3.590020e+000     1.941158e-001 
       1986          2         11          0          0          0     0.000000e+000     3.590020e+000     1.943018e-001 
       1986          2         12          0          0          0     4.000000e-001     3.590020e+000     1.141517e-001 
       1986          2         13          0          0          0     2.700000e+000     3.590020e+000     8.067691e-002 
       1986          2         14          0          0          0     1.100000e+000     3.590020e+000     7.714287e-002 
       1986          2         15          0          0          0     1.990000e+001     3.590020e+000     2.392962e-001 
       1986          2         16          0          0          0     5.000000e-001     3.590020e+000     7.051263e-001 
       1986          2         17          0          0          0     1.000000e+001     3.590020e+000     8.469472e-002 
       1986          2         18          0          0          0     5.100000e+000     3.590020e+000     7.106211e-001 
       1986          2         19          0          0          0     1.500000e+001     3.590020e+000     1.938884e+000 
       1986          2         20          0          0          0     2.100000e+000     3.590020e+000     4.104948e-001 
       1986          2         21          0          0          0     4.880000e+001     3.590020e+000     1.682214e+001 
       1986          2         22          0          0          0     6.700000e+000     3.590020e+000     1.625400e+000 
       1986          2         23          0          0          0     1.900000e+000     3.590020e+000     2.168905e+000 
       1986          2         24          0          0          0     2.430000e+001     3.590020e+000     7.672642e+000 
       1986          2         25          0          0          0     2.270000e+001     3.590020e+000     6.087411e+000 
       1986          2         26          0          0          0     2.040000e+001     3.590020e+000     2.036634e+001 
       1986          2         27          0          0          0     3.900000e+000     3.590020e+000     5.325253e+000 
       1986          2         28          0          0          0     7.000000e-001     3.590020e+000     3.149716e+000 
       1986          3          1          0          0          0     1.000000e+000     3.590020e+000     1.950632e+000 
       1986          3          2          0          0          0     0.000000e+000     2.820000e+000     1.366200e+000 
       1986          3          3          0          0          0     0.000000e+000     2.820000e+000     9.480315e-001 
       1986          3          4          0          0          0     6.200000e+000     2.820000e+000     1.156074e+000 
       1986          3          5          0          0          0     0.000000e+000     2.820000e+000     9.414947e-001 
       1986          3          6          0          0          0     0.000000e+000     2.820000e+000     6.407052e-001 
       1986          3          7          0          0          0     0.000000e+000     2.820000e+000     4.646842e-001 
       1986          3          8          0          0          0     0.000000e+000     2.820000e+000     2.851579e-001 
       1986          3          9          0          0          0     0.000000e+000     2.820000e+000     1.657895e-001 
       1986          3         10          0          0          0     0.000000e+000     2.820000e+000     1.561264e-001 
       1986          3         11          0          0          0     2.000000e-001     2.820000e+000     1.531895e-001 
       1986          3         12          0          0          0     3.300000e+000     2.820000e+000     1.564105e-001 
       1986          3         13          0          0          0     3.360000e+001     2.820000e+000     2.419389e+000 
       1986          3         14          0          0          0     1.220000e+001     2.820000e+000     6.719779e+000 
       1986          3         15          0          0          0     1.800000e+000     2.820000e+000     2.663811e+000 
       1986          3         16          0          0          0     7.900000e+000     2.820000e+000     2.189842e+000 
       1986          3         17          0          0          0     1.200000e+000     2.820000e+000     1.542979e+000 
       1986          3         18          0          0          0     2.800000e+000     2.820000e+000     8.406000e-001 
       1986          3         19          0          0          0     0.000000e+000     2.820000e+000     6.114316e-001 
       1986          3         20          0          0          0     0.000000e+000     2.820000e+000     4.380632e-001 
       1986          3         21          0          0          0     0.000000e+000     2.820000e+000     3.465474e-001 
       1986          3         22          0          0          0     0.000000e+000     2.820000e+000     2.550316e-001 
       1986          3         23          0          0          0     0.000000e+000     2.820000e+000     2.075684e-001 
       1986          3         24          0          0          0     0.000000e+000     2.820000e+000     2.249052e-001 
       1986          3         25          0          0          0     2.000000e+000     2.820000e+000     3.222947e-001 
       1986          3         26          0          0          0     7.600000e+000     2.820000e+000     6.049895e-001 
       1986          3         27          0          0          0     0.000000e+000     2.820000e+000     2.374105e-001 
       1986          3         28          0          0          0     0.000000e+000     2.820000e+000     2.022632e-001 
       1986          3         29          0          0          0     1.950000e+001     2.820000e+000     2.096148e+000 
       1986          3         30          0          0          0     0.000000e+000     2.820000e+000     9.108000e-001 
       1986          3         31          0          0          0     0.000000e+000     2.820000e+000     4.270737e-001 
       1986          4          1          0          0          0     0.000000e+000     2.820000e+000     3.259894e-001 
       1986          4          2          0          0          0     0.000000e+000     1.889980e+000     2.892316e-001 
       1986          4          3          0          0          0     3.100000e+000     1.889980e+000     2.895158e-001 
       1986          4          4          0          0          0     3.300000e+000     1.889980e+000     4.612737e-001 
       1986          4          5          0          0          0     6.100000e+000     1.889980e+000     7.133684e-001 
       1986          4          6          0          0          0     9.500000e+000     1.889980e+000     6.756632e-001 
       1986          4          7          0          0          0     9.310000e+001     1.889980e+000     5.311014e+001 
       1986          4          8          0          0          0     8.000000e-001     1.889980e+000     5.526758e+000 
       1986          4          9          0          0          0     0.000000e+000     1.889980e+000     1.756421e+000 
       1986          4         10          0          0          0     1.340000e+001     1.889980e+000     1.887726e+000 
       1986          4         11          0          0          0     1.000000e+000     1.889980e+000     2.818327e+000 
       1986          4         12          0          0          0     0.000000e+000     1.889980e+000     1.478084e+000 
       1986          4         13          0          0          0     1.100000e+001     1.889980e+000     1.758410e+000 
       1986          4         14          0          0          0     5.800000e+000     1.889980e+000     4.179316e+000 
       1986          4         15          0          0          0     0.000000e+000     1.889980e+000     2.083642e+000 
       1986          4         16          0          0          0     0.000000e+000     1.889980e+000     1.425126e+000 
       1986          4         17          0          0          0     0.000000e+000     1.889980e+000     1.152853e+000 
       1986          4         18          0          0          0     0.000000e+000     1.889980e+000     8.301789e-001 
       1986          4         19          0          0          0     0.000000e+000     1.889980e+000     5.759053e-001 
       1986          4         20          0          0          0     0.000000e+000     1.889980e+000     4.884632e-001 
       1986          4         21          0          0          0     7.000000e-001     1.889980e+000     4.398631e-001 
       1986          4         22          0          0          0     9.700000e+000     1.889980e+000     1.277337e+000 
       1986          4         23          0          0          0     2.200000e+000     1.889980e+000     9.587368e-001 
       1986          4         24          0          0          0     0.000000e+000     1.889980e+000     9.415895e-001 
       1986          4         25          0          0          0     0.000000e+000     1.889980e+000     8.495053e-001 
       1986          4         26          0          0          0     2.800000e+000     1.889980e+000     1.128884e+000 
       1986          4         27          0          0          0     2.180000e+001     1.889980e+000     8.448821e+000 
       1986          4         28          0          0          0     3.780000e+001     1.889980e+000     2.834166e+001 
       1986          4         29          0          0          0     1.130000e+001     1.889980e+000     5.211379e+000 
       1986          4         30          0          0          0     3.800000e+000     1.889980e+000     6.156000e+000 
       1986          5          1          0          0          0     0.000000e+000     1.889980e+000     3.107084e+000 
       1986          5          2          0          0          0     1.290000e+001     1.230000e+000     3.996663e+000 
       1986          5          3          0          0          0     5.900000e+000     1.230000e+000     4.563474e+000 
       1986          5          4          0          0          0     0.000000e+000     1.230000e+000     3.206274e+000 
       1986          5          5          0          0          0     1.930000e+001     1.230000e+000     6.483979e+000 
       1986          5          6          0          0          0     4.500000e+000     1.230000e+000     6.599653e+000 
       1986          5          7          0          0          0     0.000000e+000     1.230000e+000     4.066105e+000 
       1986          5          8          0          0          0     0.000000e+000     1.230000e+000     2.981937e+000 
       1986          5          9          0          0          0     0.000000e+000     1.230000e+000     2.063368e+000 
       1986          5         10          0          0          0     0.000000e+000     1.230000e+000     1.197663e+000 
       1986          5         11          0          0          0     1.900000e+000     1.230000e+000     8.867369e-001 
       1986          5         12          0          0          0     1.910000e+001     1.230000e+000     6.348790e+000 
       1986          5         13          0          0          0     0.000000e+000     1.230000e+000     2.419105e+000 
       1986          5         14          0          0          0     0.000000e+000     1.230000e+000     1.562779e+000 
       1986          5         15          0          0          0     0.000000e+000     1.230000e+000     1.276958e+000 
       1986          5         16          0          0          0     0.000000e+000     1.230000e+000     1.025905e+000 
       1986          5         17          0          0          0     6.300000e+000     1.230000e+000     9.628105e-001 
       1986          5         18          0          0          0     2.810000e+001     1.230000e+000     1.241924e+001 
       1986          5         19          0          0          0     1.900000e+000     1.230000e+000     4.061842e+000 
       1986          5         20          0          0          0     0.000000e+000     1.230000e+000     2.556379e+000 
       1986          5         21          0          0          0     3.140000e+001     1.230000e+000     1.130362e+001 
       1986          5         22          0          0          0     1.220000e+001     1.230000e+000     1.522516e+001 
       1986          5         23          0          0          0     1.500000e+000     1.230000e+000     6.627790e+000 
       1986          5         24          0          0          0     0.000000e+000     1.230000e+000     3.377653e+000 
       1986          5         25          0          0          0     8.000000e-001     1.230000e+000     2.392863e+000 
       1986          5         26          0          0          0     0.000000e+000     1.230000e+000     1.823684e+000 
       1986          5         27          0          0          0     0.000000e+000     1.230000e+000     1.563726e+000 
       1986          5         28          0          0          0     0.000000e+000     1.230000e+000     1.231674e+000 
       1986          5         29          0          0          0     0.000000e+000     1.230000e+000     8.112316e-001 
       1986          5         30          0          0          0     2.200000e+000     1.230000e+000     7.041790e-001 
       1986          5         31          0          0          0     4.910000e+001     1.230000e+000     1.313109e+001 
       1986          6          1          0          0          0     1.830000e+001     1.230000e+000     1.969882e+001 
       1986          6          2          0          0          0     1.460000e+001     9.000000e-001     1.540743e+001 
       1986          6          3          0          0          0     0.000000e+000     9.000000e-001     4.129674e+000 
       1986          6          4          0          0          0     0.000000e+000     9.000000e-001     2.466189e+000 
       1986          6          5          0          0          0     2.250000e+001     9.000000e-001     6.072253e+000 
       1986          6          6          0          0          0     5.600000e+000     9.000000e-001     7.871684e+000 
       1986          6          7          0          0          0     0.000000e+000     9.000000e-001     3.437716e+000 
       1986          6          8          0          0          0     0.000000e+000     9.000000e-001     2.253221e+000 
       1986          6          9          0          0          0     0.000000e+000     9.000000e-001     1.756705e+000 
       1986          6         10          0          0          0     2.420000e+001     9.000000e-001     4.263632e+000 
       1986          6         11          0          0          0     2.010000e+001     9.000000e-001     9.676231e+000 
       1986          6         12          0          0          0     8.800000e+000     9.000000e-001     1.569846e+001 
       1986          6         13          0          0          0     2.000000e+001     9.000000e-001     7.551190e+000 
       1986          6         14          0          0          0     1.600000e+000     9.000000e-001     1.044256e+001 
       1986          6         15          0          0          0     0.000000e+000     9.000000e-001     4.090547e+000 
       1986          6         16          0          0          0     3.600000e+000     9.000000e-001     2.945085e+000 
       1986          6         17          0          0          0     0.000000e+000     9.000000e-001     2.176011e+000 
       1986          6         18          0          0          0     0.000000e+000     9.000000e-001     1.542316e+000 
       1986          6         19          0          0          0     0.000000e+000     9.000000e-001     1.239821e+000 
       1986          6         20          0          0          0     0.000000e+000     9.000000e-001     1.054421e+000 
       1986          6         21          0          0          0     6.000000e-001     9.000000e-001     9.856421e-001 
       1986          6         22          0          0          0     6.160000e+001     9.000000e-001     2.599598e+001 
       1986          6         23          0          0          0     1.370000e+001     9.000000e-001     1.930481e+001 
       1986          6         24          0          0          0     1.220000e+001     9.000000e-001     7.962632e+000 
       1986          6         25          0          0          0     1.250000e+001     9.000000e-001     1.182619e+001 
       1986          6         26          0          0          0     4.100000e+000     9.000000e-001     7.364653e+000 
       1986          6         27          0          0          0     8.000000e-001     9.000000e-001     5.269358e+000 
       1986          6         28          0          0          0     7.900000e+000     9.000000e-001     4.178653e+000 
       1986          6         29          0          0          0     2.970000e+001     9.000000e-001     1.859391e+001 
       1986          6         30          0          0          0     1.820000e+001     9.000000e-001     1.768737e+001 
       1986          7          1          0          0          0     0.000000e+000     9.000000e-001     8.816779e+000 
       1986          7          2          0          0          0     0.000000e+000     9.700000e-001     4.587253e+000 
       1986          7          3          0          0          0     0.000000e+000     9.700000e-001     3.029684e+000 
       1986          7          4          0          0          0     0.000000e+000     9.700000e-001     2.135558e+000 
       1986          7          5          0          0          0     0.000000e+000     9.700000e-001     1.550084e+000 
       1986          7          6          0          0          0     0.000000e+000     9.700000e-001     1.296568e+000 
       1986          7          7          0          0          0     2.230000e+001     9.700000e-001     4.986758e+000 
       1986          7          8          0          0          0     6.000000e+000     9.700000e-001     5.453906e+000 
       1986          7          9          0          0          0     0.000000e+000     9.700000e-001     3.855316e+000 
       1986          7         10          0          0          0     0.000000e+000     9.700000e-001     3.015379e+000 
       1986          7         11          0          0          0     5.700000e+000     9.700000e-001     3.535200e+000 
       1986          7         12          0          0          0     0.000000e+000     9.700000e-001     3.010169e+000 
       1986          7         13          0          0          0     0.000000e+000     9.700000e-001     1.882421e+000 
       1986          7         14          0          0          0     0.000000e+000     9.700000e-001     1.454021e+000 
       1986          7         15          0          0          0     0.000000e+000     9.700000e-001     1.183453e+000 
       1986          7         16          0          0          0     0.000000e+000     9.700000e-001     9.299368e-001 
       1986          7         17          0          0          0     0.000000e+000     9.700000e-001     7.901053e-001 
       1986          7         18          0          0          0     0.000000e+000     9.700000e-001     7.222737e-001 
       1986          7         19          0          0          0     0.000000e+000     9.700000e-001     6.574737e-001 
       1986          7         20          0          0          0     0.000000e+000     9.700000e-001     5.983579e-001 
       1986          7         21          0          0          0     0.000000e+000     9.700000e-001     5.395263e-001 
       1986          7         22          0          0          0     0.000000e+000     9.700000e-001     4.845789e-001 
       1986          7         23          0          0          0     0.000000e+000     9.700000e-001     4.990737e-001 
       1986          7         24          0          0          0     0.000000e+000     9.700000e-001     4.833473e-001 
       1986          7         25          0          0          0     5.070000e+001     9.700000e-001     1.414753e+001 
       1986          7         26          0          0          0     3.890000e+001     9.700000e-001     3.187658e+001 
       1986          7         27          0          0          0     5.400000e+000     9.700000e-001     9.111979e+000 
       1986          7         28          0          0          0     3.200000e+000     9.700000e-001     4.196369e+000 
       1986          7         29          0          0          0     2.420000e+001     9.700000e-001     1.052820e+001 
       1986          7         30          0          0          0     5.600000e+000     9.700000e-001     9.747853e+000 
       1986          7         31          0          0          0     1.670000e+001     9.700000e-001     1.150011e+001 
       1986          8          1          0          0          0     1.930000e+001     9.700000e-001     1.045137e+001 
       1986          8          2          0          0          0     3.220000e+001     1.420000e+000     3.103645e+001 
       1986          8          3          0          0          0     0.000000e+000     1.420000e+000     8.751600e+000 
       1986          8          4          0          0          0     0.000000e+000     1.420000e+000     4.163021e+000 
       1986          8          5          0          0          0     0.000000e+000     1.420000e+000     3.113242e+000 
       1986          8          6          0          0          0     0.000000e+000     1.420000e+000     2.371926e+000 
       1986          8          7          0          0          0     0.000000e+000     1.420000e+000     1.677789e+000 
       1986          8          8          0          0          0     2.200000e+000     1.420000e+000     1.103968e+000 
       1986          8          9          0          0          0     3.800000e+000     1.420000e+000     1.104253e+000 
       1986          8         10          0          0          0     1.500000e+000     1.420000e+000     9.910421e-001 
       1986          8         11          0          0          0     8.000000e-001     1.420000e+000     8.847474e-001 
       1986          8         12          0          0          0     0.000000e+000     1.420000e+000     6.972632e-001 
       1986          8         13          0          0          0     0.000000e+000     1.420000e+000     5.874632e-001 
       1986          8         14          0          0          0     0.000000e+000     1.420000e+000     5.342210e-001 
       1986          8         15          0          0          0     0.000000e+000     1.420000e+000     5.087369e-001 
       1986          8         16          0          0          0     0.000000e+000     1.420000e+000     4.956631e-001 
       1986          8         17          0          0          0     0.000000e+000     1.420000e+000     4.979369e-001 
       1986          8         18          0          0          0     0.000000e+000     1.420000e+000     4.981264e-001 
       1986          8         19          0          0          0     5.000000e-001     1.420000e+000     5.008738e-001 
       1986          8         20          0          0          0     5.840000e+001     1.420000e+000     2.451808e+001 
       1986          8         21          0          0          0     6.000000e-001     1.420000e+000     1.126402e+001 
       1986          8         22          0          0          0     9.900000e+000     1.420000e+000     6.150506e+000 
       1986          8         23          0          0          0     2.400000e+000     1.420000e+000     8.082000e+000 
       1986          8         24          0          0          0     0.000000e+000     1.420000e+000     5.326863e+000 
       1986          8         25          0          0          0     0.000000e+000     1.420000e+000     3.645948e+000 
       1986          8         26          0          0          0     0.000000e+000     1.420000e+000     2.758074e+000 
       1986          8         27          0          0          0     0.000000e+000     1.420000e+000     2.363874e+000 
       1986          8         28          0          0          0     0.000000e+000     1.420000e+000     1.652400e+000 
       1986          8         29          0          0          0     0.000000e+000     1.420000e+000     8.167263e-001 
       1986          8         30          0          0          0     0.000000e+000     1.420000e+000     5.864210e-001 
       1986          8         31          0          0          0     0.000000e+000     1.420000e+000     5.170737e-001 
       1986          9          1          0          0          0     6.000000e-001     1.420000e+000     4.847684e-001 
       1986          9          2          0          0          0     1.610000e+001     1.880000e+000     2.111400e+000 
       1986          9          3          0          0          0     1.790000e+001     1.880000e+000     3.422274e+000 
       1986          9          4          0          0          0     2.100000e+000     1.880000e+000     4.668537e+000 
       1986          9          5          0          0          0     0.000000e+000     1.880000e+000     2.172884e+000 
       1986          9          6          0          0          0     0.000000e+000     1.880000e+000     1.376432e+000 
       1986          9          7          0          0          0     4.200000e+000     1.880000e+000     1.075832e+000 
       1986          9          8          0          0          0     4.280000e+001     1.880000e+000     2.147637e+001 
       1986          9          9          0          0          0     4.900000e+000     1.880000e+000     8.170295e+000 
       1986          9         10          0          0          0     0.000000e+000     1.880000e+000     3.305653e+000 
       1986          9         11          0          0          0     4.000000e-001     1.880000e+000     1.995916e+000 
       1986          9         12          0          0          0     1.290000e+001     1.880000e+000     2.526442e+000 
       1986          9         13          0          0          0     2.900000e+000     1.880000e+000     3.620937e+000 
       1986          9         14          0          0          0     5.000000e-001     1.880000e+000     2.125232e+000 
       1986          9         15          0          0          0     1.620000e+001     1.880000e+000     2.500674e+000 
       1986          9         16          0          0          0     7.040000e+001     1.880000e+000     5.417564e+001 
       1986          9         17          0          0          0     4.000000e-001     1.880000e+000     6.254432e+000 
       1986          9         18          0          0          0     0.000000e+000     1.880000e+000     3.058674e+000 
       1986          9         19          0          0          0     0.000000e+000     1.880000e+000     1.980853e+000 
       1986          9         20          0          0          0     0.000000e+000     1.880000e+000     1.425979e+000 
       1986          9         21          0          0          0     0.000000e+000     1.880000e+000     1.114674e+000 
       1986          9         22          0          0          0     0.000000e+000     1.880000e+000     9.076737e-001 
       1986          9         23          0          0          0     0.000000e+000     1.880000e+000     9.656526e-001 
       1986          9         24          0          0          0     0.000000e+000     1.880000e+000     1.964179e+000 
       1986          9         25          0          0          0     0.000000e+000     1.880000e+000     1.396705e+000 
       1986          9         26          0          0          0     5.400000e+000     1.880000e+000     2.874316e-001 
       1986          9         27          0          0          0     0.000000e+000     1.880000e+000     1.807579e-001 
       1986          9         28          0          0          0     5.600000e+000     1.880000e+000     3.355579e-001 
       1986          9         29          0          0          0     2.000000e-001     1.880000e+000     2.051053e-001 
       1986          9         30          0          0          0     8.000000e-001     1.880000e+000     1.154842e-001 
       1986         10          1          0          0          0     7.000000e-001     1.880000e+000     9.312632e-002 
       1986         10          2          0          0          0     0.000000e+000     2.400020e+000     9.568420e-002 
       1986         10          3          0          0          0     2.300000e+000     2.400020e+000     3.387789e-001 
       1986         10          4          0          0          0     2.710000e+001     2.400020e+000     4.890789e+000 
       1986         10          5          0          0          0     2.200000e+001     2.400020e+000     5.451632e+000 
       1986         10          6          0          0          0     7.200000e+000     2.400020e+000     1.159617e+001 
       1986         10          7          0          0          0     0.000000e+000     2.400020e+000     3.979895e+000 
       1986         10          8          0          0          0     0.000000e+000     2.400020e+000     1.957453e+000 
       1986         10          9          0          0          0     6.400000e+000     2.400020e+000     1.193305e+000 
       1986         10         10          0          0          0     9.000000e-001     2.400020e+000     1.029695e+000 
       1986         10         11          0          0          0     1.800000e+000     2.400020e+000     8.653263e-001 
       1986         10         12          0          0          0     4.100000e+000     2.400020e+000     1.133242e+000 
       1986         10         13          0          0          0     5.000000e-001     2.400020e+000     8.517789e-001 
       1986         10         14          0          0          0     1.060000e+001     2.400020e+000     1.171137e+000 
       1986         10         15          0          0          0     4.000000e-001     2.400020e+000     1.326221e+000 
       1986         10         16          0          0          0     3.400000e+000     2.400020e+000     8.367158e-001 
       1986         10         17          0          0          0     6.500000e+000     2.400020e+000     1.863947e+000 
       1986         10         18          0          0          0     7.400000e+000     2.400020e+000     1.613369e+000 
       1986         10         19          0          0          0     1.000000e+000     2.400020e+000     1.575189e+000 
       1986         10         20          0          0          0     0.000000e+000     2.400020e+000     9.741790e-001 
       1986         10         21          0          0          0     0.000000e+000     2.400020e+000     7.761789e-001 
       1986         10         22          0          0          0     3.410000e+001     2.400020e+000     1.005632e+001 
       1986         10         23          0          0          0     1.410000e+001     2.400020e+000     1.110799e+001 
       1986         10         24          0          0          0     9.000000e-001     2.400020e+000     4.504737e+000 
       1986         10         25          0          0          0     1.100000e+001     2.400020e+000     3.826705e+000 
       1986         10         26          0          0          0     5.000000e-001     2.400020e+000     4.561105e+000 
       1986         10         27          0          0          0     1.200000e+000     2.400020e+000     2.646285e+000 
       1986         10         28          0          0          0     1.630000e+001     2.400020e+000     5.168274e+000 
       1986         10         29          0          0          0     0.000000e+000     2.400020e+000     3.521084e+000 
       1986         10         30          0          0          0     0.000000e+000     2.400020e+000     2.138684e+000 
       1986         10         31          0          0          0     0.000000e+000     2.400020e+000     1.101979e+000 
       1986         11          1          0          0          0     0.000000e+000     2.400020e+000     7.759895e-001 
       1986         11          2          0          0          0     0.000000e+000     2.990000e+000     6.145579e-001 
       1986         11          3          0          0          0     1.780000e+001     2.990000e+000     1.526021e+000 
       1986         11          4          0          0          0     2.500000e+000     2.990000e+000     2.209169e+000 
       1986         11          5          0          0          0     0.000000e+000     2.990000e+000     9.839368e-001 
       1986         11          6          0          0          0     0.000000e+000     2.990000e+000     7.005789e-001 
       1986         11          7          0          0          0     0.000000e+000     2.990000e+000     5.494737e-001 
       1986         11          8          0          0          0     0.000000e+000     2.990000e+000     4.349368e-001 
       1986         11          9          0          0          0     6.700000e+000     2.990000e+000     5.958947e-001 
       1986         11         10          0          0          0     0.000000e+000     2.990000e+000     5.257895e-001 
       1986         11         11          0          0          0     0.000000e+000     2.990000e+000     3.549789e-001 
       1986         11         12          0          0          0     2.300000e+000     2.990000e+000     2.370316e-001 
       1986         11         13          0          0          0     1.690000e+001     2.990000e+000     1.479979e+000 
       1986         11         14          0          0          0     1.280000e+001     2.990000e+000     3.079421e+000 
       1986         11         15          0          0          0     5.800000e+000     2.990000e+000     2.204811e+000 
       1986         11         16          0          0          0     0.000000e+000     2.990000e+000     9.837474e-001 
       1986         11         17          0          0          0     0.000000e+000     2.990000e+000     4.806947e-001 
       1986         11         18          0          0          0     0.000000e+000     2.990000e+000     3.232421e-001 
       1986         11         19          0          0          0     8.000000e+000     2.990000e+000     5.644421e-001 
       1986         11         20          0          0          0     0.000000e+000     2.990000e+000     4.644947e-001 
       1986         11         21          0          0          0     0.000000e+000     2.990000e+000     2.669684e-001 
       1986         11         22          0          0          0     0.000000e+000     2.990000e+000     2.197895e-001 
       1986         11         23          0          0          0     0.000000e+000     2.990000e+000     1.450421e-001 
       1986         11         24          0          0          0     1.010000e+001     2.990000e+000     4.530316e-001 
       1986         11         25          0          0          0     1.270000e+001     2.990000e+000     1.695221e+000 
       1986         11         26          0          0          0     6.000000e-001     2.990000e+000     8.919474e-001 
       1986         11         27          0          0          0     3.000000e-001     2.990000e+000     2.919789e-001 
       1986         11         28          0          0          0     3.700000e+000     2.990000e+000     2.235789e-001 
       1986         11         29          0          0          0     7.900000e+000     2.990000e+000     3.365053e-001 
       1986         11         30          0          0          0     1.340000e+001     2.990000e+000     1.787116e+000 
       1986         12          1          0          0          0     9.800000e+000     2.990000e+000     1.406558e+000 
       1986         12          2          0          0          0     0.000000e+000     3.690000e+000     9.129789e-001 
       1986         12          3          0          0          0     2.000000e-001     3.690000e+000     3.095052e-001 
       1986         12          4          0          0          0     0.000000e+000     3.690000e+000     2.094632e-001 
       1986         12          5          0          0          0     0.000000e+000     3.690000e+000     1.652211e-001 
       1986         12          6          0          0          0     0.000000e+000     3.690000e+000     1.329158e-001 
       1986         12          7          0          0          0     0.000000e+000     3.690000e+000     1.077158e-001 
       1986         12          8          0          0          0     0.000000e+000     3.690000e+000     5.418948e-002 
       1986         12          9          0          0          0     0.000000e+000     3.690000e+000     9.810520e-003 
